location,lat,lon,date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,et0_mm,wind_max_kmh,humidity_mean_pct,solar_radiation_mj
Guntur_West,16.3,79.4,2024-08-09,32.1,24.5,27.7,0.4,0.4,4.62,15.1,74,19.92
Guntur_West,16.3,79.4,2024-08-10,32.7,24.8,28.4,0.8,0.8,5.12,12.5,71,22.51
Guntur_West,16.3,79.4,2024-08-11,32.5,25.6,28.7,0.5,0.5,5.29,15.3,68,22.43
Guntur_West,16.3,79.4,2024-08-12,33.0,25.3,28.8,0.7,0.7,5.11,13.3,68,21.41
Guntur_West,16.3,79.4,2024-08-13,33.5,24.6,28.6,1.5,1.5,5.12,17.6,73,22.75
Guntur_West,16.3,79.4,2024-08-14,33.2,24.7,28.9,2.7,2.7,5.04,10.8,72,22.13
Guntur_West,16.3,79.4,2024-08-15,33.8,24.9,29.0,0.1,0.1,5.62,13.3,71,24.24
Guntur_West,16.3,79.4,2024-08-16,33.8,24.9,28.1,12.0,12.0,4.54,11.5,80,20.2
Guntur_West,16.3,79.4,2024-08-17,32.7,24.7,28.3,0.4,0.4,3.67,11.5,79,16.16
Guntur_West,16.3,79.4,2024-08-18,33.5,24.7,28.8,1.1,1.1,4.98,11.8,76,22.82
Guntur_West,16.3,79.4,2024-08-19,32.9,23.8,26.6,17.2,17.2,3.34,9.1,85,15.63
Guntur_West,16.3,79.4,2024-08-20,33.1,23.2,28.2,0.4,0.4,4.94,14.5,76,21.71
Guntur_West,16.3,79.4,2024-08-21,33.0,24.2,28.8,1.2,1.2,5.16,14.8,74,22.0
Guntur_West,16.3,79.4,2024-08-22,31.7,25.1,27.4,12.4,12.4,2.8,11.7,81,12.1
Guntur_West,16.3,79.4,2024-08-23,32.8,25.2,28.7,1.4,1.4,4.87,16.5,69,19.36
Guntur_West,16.3,79.4,2024-08-24,30.6,24.8,27.2,3.9,3.9,3.64,21.7,74,12.95
Guntur_West,16.3,79.4,2024-08-25,30.5,23.9,26.6,8.0,8.0,3.92,21.8,77,16.2
Guntur_West,16.3,79.4,2024-08-26,32.0,25.1,28.0,1.0,1.0,5.14,25.2,66,18.8
Guntur_West,16.3,79.4,2024-08-27,32.9,25.2,28.6,0.0,0.0,5.84,23.1,64,21.99
Guntur_West,16.3,79.4,2024-08-28,32.1,25.2,28.1,0.6,0.6,4.98,23.0,66,18.2
Guntur_West,16.3,79.4,2024-08-29,31.4,25.2,28.1,0.7,0.7,4.56,22.4,65,13.93
Guntur_West,16.3,79.4,2024-08-30,28.0,23.4,25.1,28.0,28.0,1.71,19.7,88,6.47
Guntur_West,16.3,79.4,2024-08-31,24.5,23.1,24.0,75.2,75.2,1.15,26.3,90,2.89
Guntur_West,16.3,79.4,2024-09-01,26.9,23.4,24.9,44.8,44.8,3.29,30.6,80,11.57
Guntur_West,16.3,79.4,2024-09-02,29.5,24.2,26.3,0.3,0.3,4.55,28.4,71,17.14
Guntur_West,16.3,79.4,2024-09-03,31.0,23.6,26.8,0.9,0.9,4.09,21.6,75,17.0
Guntur_West,16.3,79.4,2024-09-04,29.6,24.1,26.4,6.6,6.6,3.2,22.3,79,11.92
Guntur_West,16.3,79.4,2024-09-05,29.9,24.1,26.8,3.4,3.4,3.79,22.9,78,15.09
Guntur_West,16.3,79.4,2024-09-06,29.1,24.7,26.8,2.6,2.6,4.01,21.5,79,17.18
Guntur_West,16.3,79.4,2024-09-07,29.0,24.6,26.5,6.7,6.7,3.49,22.4,79,13.88
Guntur_West,16.3,79.4,2024-09-08,26.0,24.0,24.8,41.5,41.5,1.18,18.7,90,3.78
Guntur_West,16.3,79.4,2024-09-09,25.8,24.0,24.8,14.1,14.1,1.59,19.8,86,5.48
Guntur_West,16.3,79.4,2024-09-10,30.9,24.2,27.2,0.6,0.6,4.58,24.7,72,18.88
Guntur_West,16.3,79.4,2024-09-11,31.3,24.2,27.1,0.0,0.0,5.19,20.6,70,22.74
Guntur_West,16.3,79.4,2024-09-12,30.9,24.0,27.0,0.0,0.0,5.36,20.9,68,22.47
Guntur_West,16.3,79.4,2024-09-13,30.4,23.8,26.5,0.0,0.0,5.08,21.6,68,21.55
Guntur_West,16.3,79.4,2024-09-14,30.7,23.8,27.0,0.0,0.0,5.43,20.6,67,22.68
Guntur_West,16.3,79.4,2024-09-15,31.4,24.1,27.4,0.0,0.0,5.68,19.8,67,23.73
Guntur_West,16.3,79.4,2024-09-16,30.6,24.9,27.0,1.0,1.0,5.23,21.0,70,22.32
Guntur_West,16.3,79.4,2024-09-17,31.7,24.5,27.5,0.0,0.0,5.74,20.7,66,24.02
Guntur_West,16.3,79.4,2024-09-18,31.3,23.0,27.0,0.4,0.4,5.09,13.4,70,22.95
Guntur_West,16.3,79.4,2024-09-19,32.1,24.2,27.9,0.0,0.0,5.27,10.7,67,23.45
Guntur_West,16.3,79.4,2024-09-20,32.3,24.1,27.7,2.0,2.0,4.7,15.2,71,19.57
Guntur_West,16.3,79.4,2024-09-21,30.1,24.1,26.7,3.9,3.9,3.51,19.0,81,16.24
Guntur_West,16.3,79.4,2024-09-22,30.8,24.2,26.9,2.9,2.9,4.03,19.3,81,19.19
Guntur_West,16.3,79.4,2024-09-23,30.2,23.6,26.5,8.3,8.3,3.45,14.8,85,16.35
Guntur_West,16.3,79.4,2024-09-24,30.4,23.9,26.1,8.2,8.2,2.89,12.8,87,13.31
Guntur_West,16.3,79.4,2024-09-25,29.5,23.5,26.1,8.0,8.0,2.68,13.3,86,12.47
Guntur_West,16.3,79.4,2024-09-26,30.4,24.5,26.6,6.3,6.3,3.19,16.5,80,14.4
Guntur_West,16.3,79.4,2024-09-27,31.5,24.4,27.0,1.0,1.0,3.65,10.6,78,16.5
Guntur_West,16.3,79.4,2024-09-28,30.2,23.6,26.8,1.8,1.8,4.14,12.0,84,20.1
Guntur_West,16.3,79.4,2024-09-29,30.7,23.8,26.9,3.8,3.8,4.41,13.9,85,21.58
Guntur_West,16.3,79.4,2024-09-30,31.5,23.9,27.4,0.0,0.0,4.77,10.5,79,22.44
Guntur_West,16.3,79.4,2024-10-01,31.9,23.7,27.7,0.2,0.2,4.84,9.7,77,22.54
Guntur_West,16.3,79.4,2024-10-02,32.9,23.8,28.2,0.0,0.0,4.81,7.8,75,22.39
Guntur_West,16.3,79.4,2024-10-03,32.6,25.1,28.0,2.1,2.1,5.1,14.8,75,22.47
Guntur_West,16.3,79.4,2024-10-04,32.0,25.0,28.1,0.0,0.0,4.69,12.8,73,20.76
Guntur_West,16.3,79.4,2024-10-05,32.0,24.5,27.9,0.2,0.2,4.64,10.2,75,21.37
Guntur_West,16.3,79.4,2024-10-06,32.3,23.4,27.7,0.3,0.3,4.72,8.4,75,21.74
Guntur_West,16.3,79.4,2024-10-07,31.2,23.1,26.8,1.2,1.2,4.57,15.0,79,21.25
Guntur_West,16.3,79.4,2024-10-08,30.4,22.8,26.1,2.5,2.5,3.54,14.4,82,17.14
Guntur_West,16.3,79.4,2024-10-09,30.0,23.1,26.1,2.0,2.0,3.82,19.2,84,18.6
Guntur_West,16.3,79.4,2024-10-10,28.3,23.7,25.3,5.5,5.5,2.89,17.7,87,13.96
Guntur_West,16.3,79.4,2024-10-11,29.5,23.0,25.3,4.9,4.9,2.97,15.0,87,14.39
Guntur_West,16.3,79.4,2024-10-12,29.0,22.7,25.6,3.8,3.8,2.79,13.5,86,12.99
Guntur_West,16.3,79.4,2024-10-13,30.7,22.9,26.2,1.0,1.0,3.6,12.8,85,16.93
Guntur_West,16.3,79.4,2024-10-14,27.8,22.7,25.1,6.0,6.0,1.7,16.1,89,7.6
Guntur_West,16.3,79.4,2024-10-15,27.4,23.8,25.0,6.8,6.8,1.65,12.6,90,7.5
Guntur_West,16.3,79.4,2024-10-16,27.6,22.8,24.8,12.0,12.0,1.53,15.0,92,6.78
Guntur_West,16.3,79.4,2024-10-17,29.0,23.5,25.5,12.3,12.3,2.58,16.1,90,12.61
Guntur_West,16.3,79.4,2024-10-18,28.6,22.8,25.3,6.3,6.3,3.0,13.7,90,14.93
Guntur_West,16.3,79.4,2024-10-19,29.2,22.6,25.1,2.7,2.7,2.65,13.0,91,12.95
Guntur_West,16.3,79.4,2024-10-20,29.6,23.0,25.5,1.9,1.9,3.13,12.7,88,15.07
Guntur_West,16.3,79.4,2024-10-21,30.2,22.2,25.2,9.1,9.1,3.24,8.4,87,15.94
Guntur_West,16.3,79.4,2024-10-22,30.6,22.5,25.6,7.2,7.2,3.92,9.8,86,19.12
Guntur_West,16.3,79.4,2024-10-23,31.0,22.0,26.2,0.0,0.0,4.31,13.0,77,20.31
Guntur_West,16.3,79.4,2024-10-24,31.0,21.6,25.9,0.0,0.0,4.91,15.1,65,21.62
Guntur_West,16.3,79.4,2024-10-25,31.2,21.0,25.7,0.0,0.0,5.15,15.8,62,22.15
Guntur_West,16.3,79.4,2024-10-26,30.8,22.4,26.3,0.2,0.2,4.85,18.2,62,20.28
Guntur_West,16.3,79.4,2024-10-27,31.4,21.2,26.1,0.0,0.0,4.97,11.2,62,21.64
Guntur_West,16.3,79.4,2024-10-28,31.3,21.0,26.5,0.1,0.1,4.49,9.1,62,20.23
Guntur_West,16.3,79.4,2024-10-29,32.2,22.9,27.1,0.0,0.0,4.5,9.5,67,20.32
Guntur_West,16.3,79.4,2024-10-30,30.6,22.5,26.2,4.1,4.1,3.34,10.5,82,15.74
Guntur_West,16.3,79.4,2024-10-31,30.5,22.1,26.1,2.0,2.0,3.6,9.0,80,16.78
Guntur_West,16.3,79.4,2024-11-01,31.1,22.0,26.4,0.0,0.0,4.39,11.8,74,20.13
Guntur_West,16.3,79.4,2024-11-02,30.3,21.5,26.2,0.2,0.2,3.57,9.1,74,16.08
Guntur_West,16.3,79.4,2024-11-03,30.1,22.8,25.7,3.8,3.8,3.62,10.1,80,17.06
Guntur_West,16.3,79.4,2024-11-04,31.1,21.9,26.1,0.0,0.0,4.45,11.7,68,19.65
Guntur_West,16.3,79.4,2024-11-05,30.9,21.3,26.1,0.0,0.0,4.35,9.4,64,19.77
Guntur_West,16.3,79.4,2024-11-06,31.5,20.9,26.2,0.0,0.0,4.67,11.7,63,20.82
Guntur_West,16.3,79.4,2024-11-07,31.4,20.9,25.9,0.0,0.0,4.54,8.9,66,20.52
Guntur_West,16.3,79.4,2024-11-08,30.4,21.1,25.5,1.2,1.2,3.74,9.1,76,17.65
Guntur_West,16.3,79.4,2024-11-09,30.8,22.6,26.2,0.2,0.2,4.06,10.5,71,18.62
Guntur_West,16.3,79.4,2024-11-10,31.5,21.4,26.0,0.0,0.0,4.7,12.1,65,20.44
Guntur_West,16.3,79.4,2024-11-11,30.5,20.4,25.9,0.0,0.0,4.85,14.5,58,20.14
Guntur_West,16.3,79.4,2024-11-12,29.7,22.3,24.8,2.9,2.9,2.97,20.4,78,12.51
Guntur_West,16.3,79.4,2024-11-13,29.9,21.7,24.6,2.8,2.8,2.94,14.1,89,14.54
Guntur_West,16.3,79.4,2024-11-14,28.8,22.5,24.5,11.5,11.5,2.36,13.6,92,11.44
Guntur_West,16.3,79.4,2024-11-15,29.5,22.1,24.7,1.1,1.1,2.85,11.8,90,14.01
Guntur_West,16.3,79.4,2024-11-16,30.5,22.0,25.4,0.4,0.4,3.72,10.7,80,17.79
Guntur_West,16.3,79.4,2024-11-17,29.6,21.6,24.8,2.4,2.4,3.52,9.4,84,17.52
Guntur_West,16.3,79.4,2024-11-18,27.9,20.8,23.7,4.3,4.3,2.93,8.9,82,14.37
Guntur_West,16.3,79.4,2024-11-19,28.0,19.4,23.2,0.0,0.0,3.69,7.5,71,18.0
Guntur_West,16.3,79.4,2024-11-20,28.2,18.1,22.7,0.0,0.0,3.58,8.1,68,17.65
Guntur_West,16.3,79.4,2024-11-21,28.0,17.0,22.6,0.0,0.0,3.35,6.2,74,16.87
Guntur_West,16.3,79.4,2024-11-22,28.1,17.6,22.4,0.0,0.0,4.04,10.2,68,19.97
Guntur_West,16.3,79.4,2024-11-23,28.6,16.5,22.5,0.0,0.0,3.88,7.7,70,19.58
Guntur_West,16.3,79.4,2024-11-24,28.2,17.6,22.6,0.0,0.0,4.11,9.6,65,19.69
Guntur_West,16.3,79.4,2024-11-25,27.5,17.1,22.3,0.0,0.0,3.72,9.8,68,18.19
Guntur_West,16.3,79.4,2024-11-26,28.2,17.7,22.9,0.0,0.0,3.6,13.5,68,16.24
Guntur_West,16.3,79.4,2024-11-27,27.3,18.0,22.2,0.0,0.0,3.69,11.9,68,16.62
Guntur_West,16.3,79.4,2024-11-28,27.1,16.5,21.5,0.0,0.0,4.36,13.9,61,19.21
Guntur_West,16.3,79.4,2024-11-29,27.0,19.9,22.9,0.0,0.0,3.15,14.5,66,11.12
Guntur_West,16.3,79.4,2024-11-30,26.3,21.5,23.1,7.7,7.7,1.66,17.1,89,6.88
Guntur_NE,16.7,80.6,2024-06-01,40.8,30.0,34.5,0.0,0.0,6.6,19.3,67,22.52
Guntur_NE,16.7,80.6,2024-06-02,33.3,26.7,30.1,39.4,39.4,2.7,16.2,82,10.45
Guntur_NE,16.7,80.6,2024-06-03,32.7,26.5,29.8,1.8,1.8,2.75,9.4,76,10.74
Guntur_NE,16.7,80.6,2024-06-04,36.2,28.1,32.1,2.3,2.3,4.52,18.0,64,16.83
Guntur_NE,16.7,80.6,2024-06-05,33.2,26.2,29.3,47.2,47.2,3.59,17.6,81,15.67
Guntur_NE,16.7,80.6,2024-06-06,32.4,25.9,28.5,7.2,7.2,2.96,13.0,83,12.28
Guntur_NE,16.7,80.6,2024-06-07,33.2,25.2,28.2,10.2,10.2,3.22,11.3,82,13.6
Guntur_NE,16.7,80.6,2024-06-08,31.6,25.3,28.5,1.1,1.1,3.09,13.6,78,11.82
Guntur_NE,16.7,80.6,2024-06-09,34.6,25.4,29.3,0.6,0.6,5.18,17.0,73,20.96
Guntur_NE,16.7,80.6,2024-06-10,33.5,26.4,29.3,0.9,0.9,4.08,15.8,74,16.35
Guntur_NE,16.7,80.6,2024-06-11,33.8,27.5,30.2,0.6,0.6,4.68,17.4,67,16.23
Guntur_NE,16.7,80.6,2024-06-12,35.7,26.0,30.0,12.5,12.5,4.66,21.2,70,17.27
Guntur_NE,16.7,80.6,2024-06-13,35.5,25.6,30.2,5.0,5.0,5.03,14.1,71,20.08
Guntur_NE,16.7,80.6,2024-06-14,35.3,26.3,30.3,17.9,17.9,4.61,17.7,69,16.97
Guntur_NE,16.7,80.6,2024-06-15,36.7,26.6,31.0,4.9,4.9,5.13,15.6,67,20.31
Guntur_NE,16.7,80.6,2024-06-16,36.0,27.1,30.9,3.2,3.2,5.1,21.1,64,18.72
Guntur_NE,16.7,80.6,2024-06-17,38.8,26.4,31.8,1.6,1.6,5.25,12.8,63,18.85
Guntur_NE,16.7,80.6,2024-06-18,39.0,27.5,32.0,11.9,11.9,5.57,11.4,65,21.7
Guntur_NE,16.7,80.6,2024-06-19,36.3,26.5,30.7,1.1,1.1,5.18,18.5,69,20.12
Guntur_NE,16.7,80.6,2024-06-20,37.5,27.1,31.8,0.1,0.1,5.36,18.4,60,18.06
Guntur_NE,16.7,80.6,2024-06-21,36.0,27.2,30.9,1.2,1.2,4.94,21.0,64,16.06
Guntur_NE,16.7,80.6,2024-06-22,32.5,25.3,28.5,9.0,9.0,3.4,21.3,78,12.91
Guntur_NE,16.7,80.6,2024-06-23,35.5,25.9,29.7,4.8,4.8,3.94,11.7,74,15.65
Guntur_NE,16.7,80.6,2024-06-24,37.0,27.0,31.0,1.3,1.3,5.43,12.2,69,22.62
Guntur_NE,16.7,80.6,2024-06-25,37.6,26.2,31.4,4.8,4.8,5.86,14.7,66,21.45
Guntur_NE,16.7,80.6,2024-06-26,33.8,25.6,29.1,17.1,17.1,3.8,17.0,78,13.96
Guntur_NE,16.7,80.6,2024-06-27,27.5,25.8,26.4,23.2,23.2,1.28,15.0,92,5.07
Guntur_NE,16.7,80.6,2024-06-28,32.2,25.3,27.9,7.0,7.0,3.19,16.7,80,13.15
Guntur_NE,16.7,80.6,2024-06-29,33.0,26.0,29.1,1.3,1.3,3.84,16.6,76,15.0
Guntur_NE,16.7,80.6,2024-06-30,31.1,26.2,28.1,3.1,3.1,3.02,12.9,84,13.55
Guntur_NE,16.7,80.6,2024-07-01,30.7,25.8,27.4,4.3,4.3,2.09,14.1,86,8.37
Guntur_NE,16.7,80.6,2024-07-02,33.8,26.1,29.4,0.2,0.2,4.85,22.0,68,18.09
Guntur_NE,16.7,80.6,2024-07-03,34.0,25.8,29.6,0.2,0.2,5.25,18.7,71,22.23
Guntur_NE,16.7,80.6,2024-07-04,34.4,26.8,29.7,0.1,0.1,5.18,16.9,70,20.83
Guntur_NE,16.7,80.6,2024-07-05,34.3,26.4,29.9,1.6,1.6,5.51,15.9,70,22.15
Guntur_NE,16.7,80.6,2024-07-06,30.6,24.9,27.2,17.2,17.2,3.43,22.4,85,15.84
Guntur_NE,16.7,80.6,2024-07-07,30.2,24.6,27.2,5.3,5.3,2.91,20.0,85,12.84
Guntur_NE,16.7,80.6,2024-07-08,31.5,25.2,27.8,9.4,9.4,3.59,12.4,79,15.8
Guntur_NE,16.7,80.6,2024-07-09,29.4,25.0,26.4,22.8,22.8,2.12,12.2,90,9.7
Guntur_NE,16.7,80.6,2024-07-10,32.8,25.2,28.5,1.7,1.7,4.35,10.8,80,19.8
Guntur_NE,16.7,80.6,2024-07-11,32.7,26.4,29.0,4.5,4.5,4.26,20.2,76,17.07
Guntur_NE,16.7,80.6,2024-07-12,32.7,25.4,28.4,14.1,14.1,4.22,18.2,77,18.05
Guntur_NE,16.7,80.6,2024-07-13,27.2,24.8,25.9,58.4,58.4,1.11,15.5,93,4.46
Guntur_NE,16.7,80.6,2024-07-14,27.3,25.1,25.9,9.5,9.5,1.79,16.6,89,7.83
Guntur_NE,16.7,80.6,2024-07-15,29.1,24.8,26.2,18.6,18.6,2.27,17.9,89,10.33
Guntur_NE,16.7,80.6,2024-07-16,31.6,24.8,27.4,8.0,8.0,3.26,16.1,84,14.34
Guntur_NE,16.7,80.6,2024-07-17,29.3,25.4,26.9,24.2,24.2,2.67,14.6,87,12.61
Guntur_NE,16.7,80.6,2024-07-18,30.1,25.6,26.7,21.2,21.2,2.09,21.3,87,8.47
Guntur_NE,16.7,80.6,2024-07-19,25.8,24.5,25.1,65.9,65.9,1.01,23.1,91,2.61
Guntur_NE,16.7,80.6,2024-07-20,26.3,24.4,25.2,31.3,31.3,1.37,24.1,90,4.61
Guntur_NE,16.7,80.6,2024-07-21,30.9,24.2,26.2,18.3,18.3,2.5,18.5,86,10.21
Guntur_NE,16.7,80.6,2024-07-22,28.9,24.4,26.5,13.3,13.3,2.28,18.5,87,9.44
Guntur_NE,16.7,80.6,2024-07-23,29.1,25.2,26.7,8.9,8.9,2.72,25.6,84,10.65
Guntur_NE,16.7,80.6,2024-07-24,28.6,25.0,26.1,8.0,8.0,2.23,23.4,87,9.34
Guntur_NE,16.7,80.6,2024-07-25,30.0,24.4,26.7,7.7,7.7,3.26,27.7,84,13.93
Guntur_NE,16.7,80.6,2024-07-26,29.1,24.6,26.8,2.6,2.6,3.17,20.9,80,11.36
Guntur_NE,16.7,80.6,2024-07-27,30.2,24.6,26.7,13.3,13.3,2.82,23.0,85,11.33
Guntur_NE,16.7,80.6,2024-07-28,32.8,24.9,28.2,0.8,0.8,5.28,24.1,78,23.76
Guntur_NE,16.7,80.6,2024-07-29,33.0,26.0,28.8,4.1,4.1,5.12,19.9,76,22.81
Guntur_NE,16.7,80.6,2024-07-30,32.6,24.8,28.5,22.3,22.3,4.59,16.9,81,20.7
Guntur_NE,16.7,80.6,2024-07-31,32.2,25.7,28.5,1.4,1.4,4.12,17.5,77,17.29
Guntur_NE,16.7,80.6,2024-08-01,31.1,25.9,28.3,0.4,0.4,3.57,18.4,77,13.77
Guntur_NE,16.7,80.6,2024-08-02,31.0,25.5,27.8,2.3,2.3,3.36,20.2,80,13.8
Guntur_NE,16.7,80.6,2024-08-03,31.8,25.5,28.6,0.2,0.2,4.45,22.5,74,18.82
Guntur_NE,16.7,80.6,2024-08-04,33.2,25.7,29.4,0.4,0.4,5.45,18.0,71,23.57
Guntur_NE,16.7,80.6,2024-08-05,32.7,25.3,29.0,0.3,0.3,4.58,12.3,76,20.62
Guntur_NE,16.7,80.6,2024-08-06,29.7,26.1,27.4,3.7,3.7,2.07,13.4,84,8.4
Guntur_NE,16.7,80.6,2024-08-07,28.3,25.0,26.2,8.8,8.8,2.13,18.0,89,9.67
Guntur_NE,16.7,80.6,2024-08-08,31.6,24.6,27.4,4.4,4.4,3.87,12.0,83,18.03
Guntur_NE,16.7,80.6,2024-08-09,32.7,24.1,28.2,0.3,0.3,4.83,15.5,78,22.09
Guntur_NE,16.7,80.6,2024-08-10,33.1,24.8,28.8,0.1,0.1,5.1,11.4,78,23.56
Guntur_NE,16.7,80.6,2024-08-11,33.2,25.2,29.1,0.3,0.3,5.04,12.0,76,22.92
Guntur_NE,16.7,80.6,2024-08-12,33.4,25.5,29.4,0.5,0.5,5.03,11.2,77,23.13
Guntur_NE,16.7,80.6,2024-08-13,33.3,25.9,29.2,1.1,1.1,4.88,12.3,77,22.25
Guntur_NE,16.7,80.6,2024-08-14,32.8,26.3,29.2,1.0,1.0,4.52,8.7,80,20.84
Guntur_NE,16.7,80.6,2024-08-15,34.0,26.2,29.6,0.3,0.3,4.9,12.2,75,21.74
Guntur_NE,16.7,80.6,2024-08-16,33.0,26.1,29.1,3.5,3.5,3.89,12.3,80,17.42
Guntur_NE,16.7,80.6,2024-08-17,33.5,25.9,29.3,1.3,1.3,4.8,9.7,77,21.59
Guntur_NE,16.7,80.6,2024-08-18,34.0,26.0,29.9,5.0,5.0,4.99,6.8,76,22.83
Guntur_NE,16.7,80.6,2024-08-19,32.1,25.4,27.9,14.3,14.3,3.45,10.4,86,16.42
Guntur_NE,16.7,80.6,2024-08-20,33.7,25.0,28.8,2.1,2.1,4.96,12.0,80,22.37
Guntur_NE,16.7,80.6,2024-08-21,32.8,26.5,29.2,1.4,1.4,4.94,17.3,76,21.32
Guntur_NE,16.7,80.6,2024-08-22,30.4,26.1,27.5,20.5,20.5,2.41,11.0,89,11.26
Guntur_NE,16.7,80.6,2024-08-23,31.4,25.2,27.8,3.4,3.4,2.51,10.9,86,11.08
Guntur_NE,16.7,80.6,2024-08-24,31.3,25.6,27.7,1.9,1.9,2.46,15.5,83,9.53
Guntur_NE,16.7,80.6,2024-08-25,31.8,24.8,28.0,1.2,1.2,4.5,20.9,77,20.04
Guntur_NE,16.7,80.6,2024-08-26,32.8,26.0,29.1,0.8,0.8,5.25,22.4,66,20.49
Guntur_NE,16.7,80.6,2024-08-27,33.3,25.8,29.6,0.0,0.0,5.79,17.9,65,23.81
Guntur_NE,16.7,80.6,2024-08-28,31.4,26.1,28.5,5.6,5.6,3.83,17.3,71,14.74
Guntur_NE,16.7,80.6,2024-08-29,30.2,25.9,27.9,2.0,2.0,2.71,17.4,73,7.64
Guntur_NE,16.7,80.6,2024-08-30,27.1,24.8,25.6,30.2,30.2,1.33,20.6,91,5.41
Guntur_NE,16.7,80.6,2024-08-31,25.4,24.4,24.7,187.5,187.5,0.84,38.2,93,2.3
Guntur_NE,16.7,80.6,2024-09-01,26.8,24.0,25.0,66.2,66.2,1.87,20.4,89,8.01
Guntur_NE,16.7,80.6,2024-09-02,29.4,23.5,26.5,1.3,1.3,2.64,14.6,78,10.03
Guntur_NE,16.7,80.6,2024-09-03,29.5,24.8,26.3,16.6,16.6,2.69,15.0,85,12.21
Guntur_NE,16.7,80.6,2024-09-04,28.4,24.2,26.2,28.7,28.7,2.0,20.0,88,8.44
Guntur_NE,16.7,80.6,2024-09-05,29.4,24.5,26.9,6.7,6.7,3.09,22.7,86,14.97
Guntur_NE,16.7,80.6,2024-09-06,32.1,25.5,27.5,14.4,14.4,3.74,18.1,82,17.02
Guntur_NE,16.7,80.6,2024-09-07,30.0,25.1,26.7,13.0,13.0,2.61,19.3,87,11.92
Guntur_NE,16.7,80.6,2024-09-08,26.1,24.5,25.4,23.4,23.4,1.31,18.2,91,5.23
Guntur_NE,16.7,80.6,2024-09-09,27.0,24.6,25.6,16.4,16.4,1.91,20.7,89,8.43
Guntur_NE,16.7,80.6,2024-09-10,31.7,25.2,28.1,0.4,0.4,4.85,24.3,75,21.29
Guntur_NE,16.7,80.6,2024-09-11,32.2,25.0,28.4,0.0,0.0,5.29,19.1,70,23.19
Guntur_NE,16.7,80.6,2024-09-12,31.6,24.3,27.9,0.0,0.0,4.78,18.6,73,21.37
Guntur_NE,16.7,80.6,2024-09-13,31.4,24.4,27.9,0.0,0.0,4.78,16.6,71,21.12
Guntur_NE,16.7,80.6,2024-09-14,31.8,24.1,27.8,0.2,0.2,5.1,20.2,71,22.67
Guntur_NE,16.7,80.6,2024-09-15,33.2,24.2,28.3,0.0,0.0,5.59,19.7,66,23.28
Guntur_NE,16.7,80.6,2024-09-16,31.5,24.9,27.8,0.1,0.1,4.28,18.7,71,17.25
Guntur_NE,16.7,80.6,2024-09-17,32.8,24.8,28.5,0.0,0.0,5.39,19.2,68,22.35
Guntur_NE,16.7,80.6,2024-09-18,32.7,23.5,28.5,0.0,0.0,5.19,11.3,70,23.4
Guntur_NE,16.7,80.6,2024-09-19,33.8,24.0,28.9,0.0,0.0,5.15,11.3,71,22.86
Guntur_NE,16.7,80.6,2024-09-20,32.3,25.5,28.7,5.7,5.7,3.92,12.4,78,17.61
Guntur_NE,16.7,80.6,2024-09-21,32.7,24.2,27.2,11.1,11.1,3.74,17.3,86,17.65
Guntur_NE,16.7,80.6,2024-09-22,31.8,24.4,27.2,11.0,11.0,3.33,17.5,87,15.98
Guntur_NE,16.7,80.6,2024-09-23,31.1,24.5,26.9,20.9,20.9,2.95,8.4,89,14.04
Guntur_NE,16.7,80.6,2024-09-24,31.2,24.3,26.6,11.3,11.3,2.95,9.9,89,13.93
Guntur_NE,16.7,80.6,2024-09-25,30.5,24.3,27.0,14.0,14.0,2.92,11.6,86,13.47
Guntur_NE,16.7,80.6,2024-09-26,30.6,24.6,27.4,5.4,5.4,3.4,15.3,84,16.06
Guntur_NE,16.7,80.6,2024-09-27,30.9,23.9,27.0,36.9,36.9,2.93,10.9,86,13.51
Guntur_NE,16.7,80.6,2024-09-28,31.3,24.7,27.4,2.1,2.1,3.93,14.2,86,18.98
Guntur_NE,16.7,80.6,2024-09-29,31.1,24.9,27.7,1.0,1.0,3.97,11.4,86,19.17
Guntur_NE,16.7,80.6,2024-09-30,32.4,24.7,28.3,0.5,0.5,4.53,11.0,81,21.07
Guntur_NE,16.7,80.6,2024-10-01,32.3,25.0,28.4,1.1,1.1,4.56,10.1,82,21.37
Guntur_NE,16.7,80.6,2024-10-02,33.9,24.4,28.8,2.8,2.8,4.77,12.7,80,22.0
Guntur_NE,16.7,80.6,2024-10-03,34.0,25.5,29.5,1.2,1.2,4.89,12.2,77,21.83
Guntur_NE,16.7,80.6,2024-10-04,34.3,25.1,29.4,0.1,0.1,4.95,10.7,73,22.29
Guntur_NE,16.7,80.6,2024-10-05,33.8,24.9,29.1,0.2,0.2,4.6,12.6,75,21.16
Guntur_NE,16.7,80.6,2024-10-06,33.9,25.2,28.9,1.0,1.0,4.51,8.2,76,20.55
Guntur_NE,16.7,80.6,2024-10-07,31.2,23.5,26.8,4.4,4.4,3.94,15.3,85,19.32
Guntur_NE,16.7,80.6,2024-10-08,30.1,23.8,26.4,3.0,3.0,2.76,9.5,87,13.33
Guntur_NE,16.7,80.6,2024-10-09,30.4,23.7,26.6,6.0,6.0,3.32,16.7,87,16.06
Guntur_NE,16.7,80.6,2024-10-10,30.4,24.0,26.2,21.8,21.8,3.02,13.0,89,14.49
